job_idx,cv_col,source,model,label,score,label_checked,justification,generated_at
60,cv_5,ollama,gemma3:4b,Weak Match,40,Weak Match,"Bien que le candidat possède une expérience en développement full-stack et une formation en informatique, son CV ne mentionne aucune compétence ou expérience en data science, machine learning, ou les outils spécifiques recherchés (Python, R, Tensorflow) pour ce poste de Senior Data Scientist. L'expérience du candidat est principalement axée sur le développement web et la sécurité des réseaux, ce qui ne correspond pas aux exigences de l'offre.",2026-05-06T21:09:49.356377
61,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While the candidate possesses a strong background in software development with C# and .NET, the job description emphasizes expertise in AI/IoT technologies like TensorFlow, Keras, and PyTorch, which are not prominently featured in the candidate's experience.  Although the candidate has some experience with web development and databases, the required skills for the role are more focused on deep learning frameworks and IoT platforms, creating a moderate match.",2026-05-06T21:09:53.031159
61,cv_2,ollama,gemma3:4b,Good Fit,75,Good Fit,"The candidate's experience in robotics, hardware development, and prototyping aligns well with the job description's focus on IoT and AI research. While the candidate's listed skills don't explicitly mention TensorFlow or AWS IoT, their background in automation and sensor development demonstrates a strong foundation in relevant technologies and a problem-solving mindset that would be valuable in this role.",2026-05-06T21:09:56.667971
61,cv_3,ollama,gemma3:4b,Good Fit,78,Good Fit,"The candidate's experience as a Microsoft Consultant at EY and a Data Scientist aligns well with the required technical skills (C/C++, Python, TensorFlow, Keras, PyTorch) and the focus on AI/IoT projects. Furthermore, her project management experience with Enactus, particularly the international competition success, demonstrates a strong ability to innovate and work collaboratively, which is highly valued in the role's description.",2026-05-06T21:10:00.603211
61,cv_4,ollama,gemma3:4b,Strong Match,88,Strong Match,"Ryder McMinn's extensive experience as a Senior Machine Learning Engineer at PlayStation, with a focus on recommendation engines, search stacks, and computer vision aligns perfectly with the offer's requirements for integrating TIC in diverse sectors. His background in data science, coupled with his demonstrated skills in relevant technologies like TensorFlow and Python, makes him a strong candidate for this research and development role.",2026-05-06T21:10:04.405983
61,cv_5,ollama,gemma3:4b,Weak Match,35,Weak Match,"Le CV du candidat met en avant une expérience significative en développement full-stack, principalement avec React.js et Elasticsearch, ce qui ne correspond pas aux compétences techniques spécifiques recherchées (C/C++, Python, TensorFlow, etc.) pour le poste de professeur/chercheur en IA et IoT. Bien que l'expérience en banque soit pertinente, elle ne démontre pas une expertise dans les domaines de l'apprentissage automatique et des réseaux de neurones.",2026-05-06T21:10:08.001343
62,cv_1,ollama,gemma3:4b,Good Fit,75,Good Fit,"Hamza possède une expérience pertinente en développement Full-Stack, notamment avec Next.js et Java Spring Boot, ce qui correspond aux technologies mentionnées dans l'offre. De plus, son expérience dans des environnements Agile et son parcours d'étudiant en génie informatique démontrent une compréhension des principes de conception web et de l'expérience utilisateur.",2026-05-06T21:10:11.129259
62,cv_3,ollama,gemma3:4b,Poor Match,0,Poor Match,,2026-05-06T21:10:34.069962
62,cv_4,ollama,gemma3:4b,Good Fit,75,Good Fit,"Hamza's CV demonstrates a strong foundation in machine learning and data analysis, including experience with deep learning models and Python, aligning with the role's requirements. While the focus is on computer vision and data science, his experience with Streamlit and OpenAI suggests an adaptability to modern web development practices, making him a solid candidate.",2026-05-06T21:10:37.081273
62,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Bien que le candidat possède une expérience en Machine Learning et en Deep Learning, l'offre d'emploi se concentre sur le développement Frontend et l'expérience utilisateur, des domaines où son CV est moins directement pertinent.  La description de ses projets de recherche, bien que complexes, ne démontre pas une expertise dans les outils et méthodologies spécifiques mentionnés (Azure DevOps, GitHub Actions) nécessaires pour le poste.",2026-05-06T21:10:40.149488
63,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède des compétences pertinentes telles que Java/Spring Boot, Docker, et Agile, qui correspondent à certaines exigences de l'offre. Cependant, son expérience est principalement axée sur le développement Full-Stack et les projets étudiants, et il manque d'expérience spécifique en sécurité et en stratégie de sécurité d'entreprise, des éléments cruciaux pour le poste.",2026-05-06T21:10:43.341724
63,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience en développement web avec des technologies modernes comme Angular, React et Flutter, ce qui correspond à une partie des exigences de l'offre. Cependant, l'offre met l'accent sur la sécurité et l'expérience spécifique en sécurité, et le CV ne fournit pas d'informations directes sur ces domaines, limitant ainsi le niveau de correspondance.",2026-05-06T21:10:46.891721
63,cv_3,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While the candidate possesses relevant skills like Java, Angular, and Linux, the job description emphasizes Go, Docker, and a strong security focus, areas where the candidate's experience appears limited based on their Docaposte and Capgemini internships.  Furthermore, the candidate's skills don't directly align with the required technologies like Python and the strategic security role.",2026-05-06T21:10:50.125200
63,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While Mohamed's background is heavily focused on Machine Learning and AI, which aligns with a modern security approach, the job description emphasizes traditional security development, system design, and security strategy. His skills in Python and TensorFlow are relevant, but the core requirements of the role – particularly around Linux, Docker, and security architecture – are not prominently highlighted in his CV.",2026-05-06T21:10:53.503536
63,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep, particularly with Deep Learning and Geometric Deep Learning, aligns well with the role's focus on security and innovative solutions. While the CV doesn't explicitly list experience with traditional security tools, her expertise in advanced algorithms and data analysis is valuable for threat detection and security strategy development.",2026-05-06T21:10:56.636622
64,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Bien que Hamza possède une expérience en développement web et une connaissance des méthodologies agiles, son profil manque de l'expertise spécifique en blockchain, réseaux de capteurs sans fil et federated learning recherchés pour ce poste de PhD.  Ses compétences en Java et Node.js sont pertinentes, mais ne correspondent pas entièrement aux exigences techniques de l'offre d'emploi.",2026-05-06T21:11:00.353522
64,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While Marwa's experience as a frontend developer with React.js and TypeScript aligns with some of the desired skills, the job description specifically requires expertise in blockchain and sensor networks, areas where her background is less apparent. Her academic background and recent projects don't directly address the core requirements of the role.",2026-05-06T21:11:03.340182
64,cv_3,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's background is primarily in DevOps and software engineering with experience in cloud technologies like GCP and Kubernetes, which aligns with some aspects of the job description. However, the candidate lacks direct experience in blockchain, smart grids, federated learning, and the specific programming languages (Java, C, C++, J2EE) listed as requirements, making it a moderate match.",2026-05-06T21:11:06.921804
64,cv_4,ollama,gemma3:4b,Good Fit,75,Good Fit,"Ryder McMinn possesses a strong background in machine learning and data science, aligning with the desired skills for analyzing large datasets and developing intelligent systems. While his experience isn't directly in blockchain or federated learning, his expertise in AI, data analysis, and programming languages like Java and C makes him a valuable candidate for this research-oriented role.",2026-05-06T21:11:10.182651
64,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni Loukil's PhD focuses on deep learning and geometric deep learning, aligning with the desired skills in AI and machine learning, particularly within the context of smart grids and sensor networks. While the specific blockchain experience is limited, her strong academic background and experience at InstaDeep suggest a capacity to quickly learn and apply relevant technologies to the project's requirements.",2026-05-06T21:11:13.846372
65,cv_1,ollama,gemma3:4b,Good Fit,75,Good Fit,"Hamza possède une expérience pertinente en développement Full-Stack, notamment avec Node.js et des frameworks modernes comme Next.js, ce qui correspond aux technologies mentionnées dans l'offre. De plus, son expérience dans des environnements Agile et son parcours académique en génie informatique démontrent une bonne compréhension des principes de développement Web et des méthodologies de travail recherchées.",2026-05-06T21:11:17.204152
65,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Mohamed possède une solide expérience en Machine Learning et en gestion de projet, ce qui est un atout, mais son CV ne met pas en avant de compétences directes en développement Web, notamment avec PHP, Symfony, ou les technologies mentionnées dans l'offre. Bien que son expérience en IA soit pertinente, le rôle de Junior Web Developer nécessite une expertise plus axée sur le développement front-end et back-end.",2026-05-06T21:11:20.683519
65,cv_3,ollama,gemma3:4b,Good Fit,78,Good Fit,"Hector's experience with React/NodeJS aligns well with the job description's technologies, and his background in software QA demonstrates a solid understanding of development processes. While the role emphasizes PHP and Symfony, his broader skillset and experience with Agile methodologies make him a strong candidate for the team.",2026-05-06T21:11:23.387727
65,cv_4,ollama,gemma3:4b,Weak Match,35,Weak Match,"Bien que le candidat possède un diplôme en informatique, son expérience et ses compétences sont principalement axées sur la science des données, l'apprentissage automatique et l'analyse quantitative, ce qui ne correspond pas aux exigences de l'offre d'emploi qui se concentre sur le développement web avec PHP, Symfony et des technologies front-end.",2026-05-06T21:11:26.549665
65,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni's experience as a Machine Learning Engineer at InstaDeep, particularly with Deep Learning and Geometric Deep Learning, aligns well with the emphasis on these technologies in the job description. While the role is junior, Heni's academic background and internship projects demonstrate a strong foundation in relevant concepts and methodologies.",2026-05-06T21:11:29.642517
66,cv_1,ollama,gemma3:4b,Good Fit,78,Good Fit,"The candidate's CV highlights strong React and TypeScript skills, aligning with the job description's requirements. While Next.js and Vue.js aren't explicitly listed, the candidate's full-stack experience and demonstrated proficiency in React make them a suitable fit for the role's focus on modern web application development.",2026-05-06T21:11:32.685802
66,cv_3,ollama,gemma3:4b,Poor Match,8,Poor Match,,2026-05-06T21:11:55.922424
66,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While Mohamed possesses strong quantitative and data science skills, the job description specifically calls for expertise in React, Next.js, TypeScript, Vue.js, and frontend development technologies, which are not prominently featured in his CV, and his experience is primarily focused on data science and machine learning rather than frontend engineering.",2026-05-06T21:11:59.224019
66,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience significative en Machine Learning et Deep Learning, ce qui est un atout, mais son CV ne met pas suffisamment en avant les compétences Frontend spécifiques mentionnées dans l'offre d'emploi (React, Next.js, TypeScript, Vue.js). Bien que l'expérience en développement soit présente, elle est axée sur des applications très différentes.",2026-05-06T21:12:02.126592
67,cv_1,ollama,gemma3:4b,Good Fit,88,Strong Match,"The candidate's CV highlights strong proficiency in JavaScript, React, and Redux, aligning directly with the job description's key technologies. Their full-stack experience and demonstrated ability to work with tools like Figma and Git further strengthen the match, although the role emphasizes front-end development, the candidate's versatility is a valuable asset.",2026-05-06T21:12:05.297995
67,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience solide en tant que Site Reliability Engineer, ce qui démontre une compréhension des infrastructures et de la fiabilité des systèmes, ce qui est un atout. Cependant, son CV ne met pas en évidence une expérience directe dans le développement front-end, les technologies spécifiques mentionnées (React, NextJS, TailwindCSS) ou les outils de développement web modernes, ce qui est essentiel pour le poste.",2026-05-06T21:12:09.191028
67,cv_3,ollama,gemma3:4b,Good Fit,78,Good Fit,"The candidate's experience with React Native and Java aligns well with the front-end technologies listed in the job description, and their previous internships demonstrate a strong foundation in software development. While their listed skills (Time Series Analysis, Data Science) are not explicitly required, their experience with analyzing data and improving performance suggests adaptability and a problem-solving mindset, which is valued in the role.",2026-05-06T21:12:13.278748
67,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's profile highlights experience with .NET, Angular, and Microservices, which aligns with some of the required technologies. However, the CV lacks specific experience with React, NextJS, TailwindCSS, and the other front-end technologies listed in the job description, indicating a moderate fit for this particular role.",2026-05-06T21:12:16.463330
67,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep aligns with a strong technical background, particularly in Deep Learning and Geometric Deep Learning, which is relevant to modern front-end development. However, her CV lacks direct experience with the specific front-end technologies (React, NextJS, TailwindCSS, etc.) listed in the job description, making it a moderate fit.",2026-05-06T21:12:19.805697
68,cv_1,ollama,gemma3:4b,Good Fit,75,Good Fit,"Le candidat possède des compétences pertinentes dans le développement Full-Stack, notamment avec Java/Spring Boot et React, ce qui correspond aux exigences de l'offre. Son expérience en tant que stagiaire et ses formations récentes en développement web et machine learning indiquent un potentiel d'apprentissage et d'adaptation au poste.",2026-05-06T21:12:22.900803
68,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Anas's experience is primarily focused on data analysis and BI tools like Power BI, SQL, and Python, aligning with the need for a full-stack developer. However, his skills in data modeling, ETL pipelines, and specific technologies like Azure Data Factory don't directly match the stated requirements of the job description which emphasizes web development with React, Vue, and Angular, and a strong understanding of modern JavaScript frameworks.",2026-05-06T21:12:27.206055
68,cv_3,ollama,gemma3:4b,Moderate Match,68,Moderate Match,"While Arslaan possesses relevant cloud skills like Azure, GCP, and DevOps tools, the job description explicitly calls for a full-stack developer with expertise in Python, Java, and JavaScript frameworks like React, Vue, and Angular.  Arslaan's experience is primarily focused on cloud operations and DevOps, lacking the core full-stack development skills outlined in the job requirements.",2026-05-06T21:12:30.868194
68,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience significative dans le secteur des télécommunications, notamment avec Nokia et Huawei, ce qui correspond à certains aspects de l'offre d'emploi. Cependant, son CV ne mentionne pas explicitement les langages de programmation (Python, Java, JavaScript) et les frameworks (React, Vue, Angular) requis, ce qui constitue un manque important.",2026-05-06T21:12:34.193359
68,cv_5,ollama,gemma3:4b,Strong Match,88,Strong Match,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep, coupled with her internship projects focused on Deep Learning and Geometric Deep Learning, directly aligns with the requirements of the full-stack developer role, particularly the emphasis on machine learning and AI integration. Her educational background in Computer Science and her skills in Python and relevant frameworks further strengthen this match.",2026-05-06T21:12:37.363923
69,cv_1,ollama,gemma3:4b,Good Fit,78,Good Fit,"Selma's extensive full-stack development experience, particularly with technologies like Angular, TypeScript, and MongoDB, aligns well with the job description's requirements for Splunk and LogRhythm experience and Python programming. While her background is primarily web development, her demonstrated problem-solving skills and eagerness to learn new technologies suggest she could adapt to the cybersecurity role effectively.",2026-05-06T21:12:41.425378
69,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While Farah's background is primarily in full-stack development with React, Symfony, and Flutter, the job description emphasizes cybersecurity skills like SIEM tools (Splunk, LogRhythm), log analysis, and incident response. Her experience with Python and Agile methodologies is a plus, but the lack of specific cybersecurity experience and certifications makes this a moderate match, requiring further assessment of her transferable skills and willingness to learn.",2026-05-06T21:12:45.004194
69,cv_3,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Bien que Mahmoud ait une expérience en développement cloud et DevOps, notamment avec Kubernetes et Azure, l'offre d'emploi met l'accent sur l'expertise en cybersécurité, l'analyse de logs et la gestion des incidents, des compétences qui ne sont pas explicitement mises en avant dans son CV.  De plus, son expérience récente est axée sur le développement plutôt que sur la sécurité, ce qui limite son adéquation directe pour ce poste.",2026-05-06T21:12:48.610923
69,cv_4,ollama,gemma3:4b,Strong Match,88,Strong Match,"Wassim's CV demonstrates significant experience in network access control, security, and SIEM tools like Aruba ClearPass, aligning perfectly with the job description's requirements. His accomplishments, including reducing authentication failures and optimizing support ticket resolution, showcase a practical skillset directly applicable to the role's responsibilities.",2026-05-06T21:12:51.722779
69,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep, particularly with Deep Learning and Geometric Deep Learning, aligns well with the need for expertise in analyzing logs and detecting intrusions. While the role emphasizes Splunk and LogRhythm, Heni's background in advanced analytics and deep learning provides a strong foundation for tackling complex security challenges.",2026-05-06T21:12:55.316045
